datetime,index_code,con_code,weight
20061206,399300.SZ,600549.SH,0.22
20061206,399300.SZ,600600.SH,0.22
20061206,399300.SZ,600418.SH,0.24
20061206,399300.SZ,600123.SH,0.24
20061206,399300.SZ,600663.SH,0.24
20061206,399300.SZ,600886.SH,0.23
20061206,399300.SZ,600628.SH,0.23
20061206,399300.SZ,600797.SH,0.23
20061206,399300.SZ,600428.SH,0.23
20061206,399300.SZ,000539.SZ,0.23
20061206,399300.SZ,600125.SH,0.23
20061206,399300.SZ,000625.SZ,0.23
20061206,399300.SZ,600808.SH,0.23
20061206,399300.SZ,000036.SZ,0.23
20061206,399300.SZ,600348.SH,0.22
20061206,399300.SZ,600205.SH,0.22
20061206,399300.SZ,600616.SH,0.22
20061206,399300.SZ,000680.SZ,0.22
20061206,399300.SZ,600151.SH,0.2
20061206,399300.SZ,000060.SZ,0.51
20061206,399300.SZ,000869.SZ,0.31
20061206,399300.SZ,600005.SH,0.95
20061206,399300.SZ,600320.SH,0.87
20061206,399300.SZ,002024.SZ,0.84
20061206,399300.SZ,600832.SH,0.8
20061206,399300.SZ,000039.SZ,0.77
20061206,399300.SZ,000069.SZ,0.77
20061206,399300.SZ,601988.SH,1.06
20061206,399300.SZ,600104.SH,0.75
20061206,399300.SZ,000402.SZ,0.71
20061206,399300.SZ,600642.SH,0.68
20061206,399300.SZ,000793.SZ,0.63
20061206,399300.SZ,600309.SH,0.62
20061206,399300.SZ,600583.SH,0.62
20061206,399300.SZ,000792.SZ,0.61
20061206,399300.SZ,600015.SH,0.71
20061206,399300.SZ,000063.SZ,1.1
20061206,399300.SZ,600009.SH,1.11
20061206,399300.SZ,000858.SZ,1.23
20061206,399300.SZ,600270.SH,0.2
20061206,399300.SZ,600036.SH,4.41
20061206,399300.SZ,600016.SH,3.61
20061206,399300.SZ,000002.SZ,2.9
20061206,399300.SZ,600030.SH,2.59
20061206,399300.SZ,600019.SH,2.48
20061206,399300.SZ,600000.SH,2.01
20061206,399300.SZ,600050.SH,1.91
20061206,399300.SZ,600028.SH,1.91
20061206,399300.SZ,600900.SH,1.83
20061206,399300.SZ,601398.SH,1.77
20061206,399300.SZ,600018.SH,1.76
20061206,399300.SZ,600519.SH,1.76
20061206,399300.SZ,000001.SZ,1.34
20061206,399300.SZ,601006.SH,1.29
20061206,399300.SZ,000898.SZ,0.6
20061206,399300.SZ,000825.SZ,0.59
20061206,399300.SZ,600887.SH,0.58
20061206,399300.SZ,600037.SH,0.54
20061206,399300.SZ,600010.SH,0.36
20061206,399300.SZ,600839.SH,0.36
20061206,399300.SZ,600269.SH,0.35
20061206,399300.SZ,600143.SH,0.34
20061206,399300.SZ,600456.SH,0.34
20061206,399300.SZ,600029.SH,0.34
20061206,399300.SZ,600881.SH,0.33
20061206,399300.SZ,000983.SZ,0.33
20061206,399300.SZ,600008.SH,0.33
20061206,399300.SZ,000027.SZ,0.33
20061206,399300.SZ,000562.SZ,0.32
20061206,399300.SZ,000089.SZ,0.32
20061206,399300.SZ,000729.SZ,0.32
20061206,399300.SZ,600811.SH,0.32
20061206,399300.SZ,000088.SZ,0.31
20061206,399300.SZ,600688.SH,0.37
20061206,399300.SZ,000623.SZ,0.31
20061206,399300.SZ,000651.SZ,0.37
20061206,399300.SZ,000629.SZ,0.41
20061206,399300.SZ,000839.SZ,0.52
20061206,399300.SZ,600177.SH,0.5
20061206,399300.SZ,600383.SH,0.5
20061206,399300.SZ,600694.SH,0.49
20061206,399300.SZ,600001.SH,0.46
20061206,399300.SZ,600717.SH,0.44
20061206,399300.SZ,000895.SZ,0.43
20061206,399300.SZ,000024.SZ,0.43
20061206,399300.SZ,600585.SH,0.43
20061206,399300.SZ,000568.SZ,0.43
20061206,399300.SZ,600026.SH,0.42
20061206,399300.SZ,600690.SH,0.41
20061206,399300.SZ,600879.SH,0.41
20061206,399300.SZ,600795.SH,0.41
20061206,399300.SZ,600660.SH,0.41
20061206,399300.SZ,000527.SZ,0.37
20061206,399300.SZ,000021.SZ,0.2
20061206,399300.SZ,000503.SZ,0.31
20061206,399300.SZ,600639.SH,0.19
20061206,399300.SZ,000725.SZ,0.1
20061206,399300.SZ,600602.SH,0.1
20061206,399300.SZ,600621.SH,0.1
20061206,399300.SZ,000066.SZ,0.1
20061206,399300.SZ,000029.SZ,0.1
20061206,399300.SZ,000997.SZ,0.1
20061206,399300.SZ,000707.SZ,0.1
20061206,399300.SZ,600307.SH,0.1
20061206,399300.SZ,600215.SH,0.1
20061206,399300.SZ,600073.SH,0.09
20061206,399300.SZ,000733.SZ,0.09
20061206,399300.SZ,600117.SH,0.09
20061206,399300.SZ,000698.SZ,0.09
20061206,399300.SZ,600548.SH,0.09
20061206,399300.SZ,000786.SZ,0.09
20061206,399300.SZ,000425.SZ,0.1
20061206,399300.SZ,000636.SZ,0.09
20061206,399300.SZ,600231.SH,0.1
20061206,399300.SZ,600166.SH,0.1
20061206,399300.SZ,000960.SZ,0.12
20061206,399300.SZ,600863.SH,0.11
20061206,399300.SZ,000962.SZ,0.11
20061206,399300.SZ,000601.SZ,0.11
20061206,399300.SZ,000659.SZ,0.11
20061206,399300.SZ,600102.SH,0.11
20061206,399300.SZ,600754.SH,0.11
20061206,399300.SZ,000617.SZ,0.11
20061206,399300.SZ,000518.SZ,0.11
20061206,399300.SZ,000550.SZ,0.11
20061206,399300.SZ,000541.SZ,0.11
20061206,399300.SZ,600652.SH,0.11
20061206,399300.SZ,600087.SH,0.1
20061206,399300.SZ,600884.SH,0.1
20061206,399300.SZ,000959.SZ,0.1
20061206,399300.SZ,000939.SZ,0.1
20061206,399300.SZ,600820.SH,0.12
20061206,399300.SZ,600591.SH,0.09
20061206,399300.SZ,600498.SH,0.08
20061206,399300.SZ,600740.SH,0.07
20061206,399300.SZ,600834.SH,0.07
20061206,399300.SZ,000761.SZ,0.06
20061206,399300.SZ,000920.SZ,0.06
20061206,399300.SZ,600333.SH,0.06
20061206,399300.SZ,000968.SZ,0.06
20061206,399300.SZ,600894.SH,0.06
20061206,399300.SZ,600874.SH,0.06
20061206,399300.SZ,600267.SH,0.06
20061206,399300.SZ,000607.SZ,0.05
20061206,399300.SZ,600207.SH,0.05
20061206,399300.SZ,600627.SH,0.05
20061206,399300.SZ,600578.SH,0.05
20061206,399300.SZ,000800.SZ,0.2
20061206,399300.SZ,600871.SH,0.05
20061206,399300.SZ,000708.SZ,0.07
20061206,399300.SZ,000068.SZ,0.08
20061206,399300.SZ,000828.SZ,0.07
20061206,399300.SZ,600078.SH,0.07
20061206,399300.SZ,600121.SH,0.08
20061206,399300.SZ,600581.SH,0.08
20061206,399300.SZ,600854.SH,0.08
20061206,399300.SZ,600637.SH,0.08
20061206,399300.SZ,600091.SH,0.08
20061206,399300.SZ,600115.SH,0.08
20061206,399300.SZ,000726.SZ,0.08
20061206,399300.SZ,000099.SZ,0.07
20061206,399300.SZ,600057.SH,0.07
20061206,399300.SZ,600408.SH,0.07
20061206,399300.SZ,600724.SH,0.07
20061206,399300.SZ,000059.SZ,0.07
20061206,399300.SZ,600674.SH,0.07
20061206,399300.SZ,600377.SH,0.07
20061206,399300.SZ,000806.SZ,0.07
20061206,399300.SZ,600126.SH,0.07
20061206,399300.SZ,600654.SH,0.12
20061206,399300.SZ,600399.SH,0.05
20061206,399300.SZ,600088.SH,0.12
20061206,399300.SZ,000807.SZ,0.17
20061206,399300.SZ,600058.SH,0.17
20061206,399300.SZ,600210.SH,0.17
20061206,399300.SZ,600221.SH,0.17
20061206,399300.SZ,600569.SH,0.17
20061206,399300.SZ,600096.SH,0.17
20061206,399300.SZ,600643.SH,0.17
20061206,399300.SZ,000912.SZ,0.16
20061206,399300.SZ,600006.SH,0.16
20061206,399300.SZ,600741.SH,0.16
20061206,399300.SZ,000488.SZ,0.16
20061206,399300.SZ,601607.SH,0.16
20061206,399300.SZ,000875.SZ,0.16
20061206,399300.SZ,600655.SH,0.16
20061206,399300.SZ,600970.SH,0.16
20061206,399300.SZ,600220.SH,0.17
20061206,399300.SZ,000937.SZ,0.15
20061206,399300.SZ,000933.SZ,0.17
20061206,399300.SZ,000581.SZ,0.17
20061206,399300.SZ,600138.SH,0.12
20061206,399300.SZ,000900.SZ,0.19
20061206,399300.SZ,000410.SZ,0.19
20061206,399300.SZ,600027.SH,0.19
20061206,399300.SZ,600020.SH,0.19
20061206,399300.SZ,600835.SH,0.19
20061206,399300.SZ,600196.SH,0.19
20061206,399300.SZ,000401.SZ,0.18
20061206,399300.SZ,600770.SH,0.18
20061206,399300.SZ,000400.SZ,0.18
20061206,399300.SZ,600266.SH,0.18
20061206,399300.SZ,000717.SZ,0.18
20061206,399300.SZ,600357.SH,0.18
20061206,399300.SZ,000970.SZ,0.18
20061206,399300.SZ,000927.SZ,0.17
20061206,399300.SZ,600588.SH,0.17
20061206,399300.SZ,000022.SZ,0.15
20061206,399300.SZ,600598.SH,0.19
20061206,399300.SZ,000969.SZ,0.15
20061206,399300.SZ,600521.SH,0.13
20061206,399300.SZ,600110.SH,0.13
20061206,399300.SZ,600256.SH,0.13
20061206,399300.SZ,600406.SH,0.13
20061206,399300.SZ,000559.SZ,0.13
20061206,399300.SZ,600460.SH,0.13
20061206,399300.SZ,600597.SH,0.13
20061206,399300.SZ,600535.SH,0.13
20061206,399300.SZ,600812.SH,0.12
20061206,399300.SZ,600747.SH,0.12
20061206,399300.SZ,600282.SH,0.12
20061206,399300.SZ,600662.SH,0.12
20061206,399300.SZ,600170.SH,0.12
20061206,399300.SZ,000682.SZ,0.15
20061206,399300.SZ,600851.SH,0.12
20061206,399300.SZ,600060.SH,0.13
20061206,399300.SZ,600780.SH,0.14
20061206,399300.SZ,600508.SH,0.13
20061206,399300.SZ,600875.SH,0.14
20061206,399300.SZ,600153.SH,0.15
20061206,399300.SZ,600997.SH,0.14
20061206,399300.SZ,600635.SH,0.15
20061206,399300.SZ,000520.SZ,0.14
20061206,399300.SZ,600062.SH,0.14
20061206,399300.SZ,000917.SZ,0.14
20061206,399300.SZ,000012.SZ,0.14
20061206,399300.SZ,600410.SH,0.14
20061206,399300.SZ,000822.SZ,0.14
20061206,399300.SZ,600171.SH,0.14
20061206,399300.SZ,600236.SH,0.15
20061206,399300.SZ,600021.SH,0.14
20061206,399300.SZ,600108.SH,0.14
20061206,399300.SZ,600035.SH,0.14
20061206,399300.SZ,000422.SZ,0.14
20061206,399300.SZ,600012.SH,0.14
20061206,399300.SZ,000767.SZ,0.14
20061207,399300.SZ,600183.SH,0.27
20061207,399300.SZ,000652.SZ,0.27
20061207,399300.SZ,600089.SH,0.27
20061207,399300.SZ,600653.SH,0.27
20061207,399300.SZ,600188.SH,0.26
20061207,399300.SZ,600308.SH,0.24
20061207,399300.SZ,600198.SH,0.26
20061207,399300.SZ,000630.SZ,0.26
20061207,399300.SZ,600631.SH,0.25
20061207,399300.SZ,600808.SH,0.25
20061207,399300.SZ,000778.SZ,0.25
20061207,399300.SZ,600601.SH,0.25
20061207,399300.SZ,600004.SH,0.27
20061207,399300.SZ,600331.SH,0.26
20061207,399300.SZ,600011.SH,0.27
20061207,399300.SZ,000709.SZ,0.3
20061207,399300.SZ,600271.SH,0.27
20061207,399300.SZ,600868.SH,0.3
20061207,399300.SZ,600362.SH,0.24
20061207,399300.SZ,000423.SZ,0.3
20061207,399300.SZ,600100.SH,0.29
20061207,399300.SZ,000932.SZ,0.29
20061207,399300.SZ,000878.SZ,0.29
20061207,399300.SZ,000538.SZ,0.29
20061207,399300.SZ,000930.SZ,0.28
20061207,399300.SZ,600415.SH,0.28
20061207,399300.SZ,600098.SH,0.28
20061207,399300.SZ,600649.SH,0.28
20061207,399300.SZ,000768.SZ,0.28
20061207,399300.SZ,000528.SZ,0.28
20061207,399300.SZ,600895.SH,0.28
20061207,399300.SZ,600500.SH,0.28
20061207,399300.SZ,600675.SH,0.27
20061207,399300.SZ,600125.SH,0.24
20061207,399300.SZ,600549.SH,0.22
20061207,399300.SZ,600779.SH,0.24
20061207,399300.SZ,600786.SH,0.21
20061207,399300.SZ,600033.SH,0.21
20061207,399300.SZ,600299.SH,0.21
20061207,399300.SZ,000061.SZ,0.21
20061207,399300.SZ,600296.SH,0.21
20061207,399300.SZ,600348.SH,0.21
20061207,399300.SZ,600350.SH,0.2
20061207,399300.SZ,000021.SZ,0.2
20061207,399300.SZ,000800.SZ,0.2
20061207,399300.SZ,600718.SH,0.2
20061207,399300.SZ,600835.SH,0.2
20061207,399300.SZ,600809.SH,0.2
20061207,399300.SZ,000758.SZ,0.2
20061207,399300.SZ,000009.SZ,0.19
20061207,399300.SZ,600639.SH,0.19
20061207,399300.SZ,000539.SZ,0.22
20061207,399300.SZ,600886.SH,0.24
20061207,399300.SZ,600276.SH,0.22
20061207,399300.SZ,000680.SZ,0.22
20061207,399300.SZ,600428.SH,0.24
20061207,399300.SZ,600361.SH,0.24
20061207,399300.SZ,600205.SH,0.23
20061207,399300.SZ,600418.SH,0.23
20061207,399300.SZ,000031.SZ,0.23
20061207,399300.SZ,600663.SH,0.23
20061207,399300.SZ,000036.SZ,0.23
20061207,399300.SZ,600085.SH,0.23
20061207,399300.SZ,600123.SH,0.23
20061207,399300.SZ,600628.SH,0.23
20061207,399300.SZ,600616.SH,0.23
20061207,399300.SZ,600797.SH,0.23
20061207,399300.SZ,600132.SH,0.22
20061207,399300.SZ,000625.SZ,0.22
20061207,399300.SZ,600600.SH,0.22
20061207,399300.SZ,000100.SZ,0.22
20061207,399300.SZ,600008.SH,0.31
20061207,399300.SZ,000651.SZ,0.35
20061207,399300.SZ,000869.SZ,0.31
20061207,399300.SZ,002024.SZ,0.84
20061207,399300.SZ,600832.SH,0.77
20061207,399300.SZ,000069.SZ,0.77
20061207,399300.SZ,000039.SZ,0.76
20061207,399300.SZ,600104.SH,0.74
20061207,399300.SZ,600015.SH,0.7
20061207,399300.SZ,000402.SZ,0.69
20061207,399300.SZ,600642.SH,0.66
20061207,399300.SZ,600309.SH,0.64
20061207,399300.SZ,000792.SZ,0.63
20061207,399300.SZ,600583.SH,0.6
20061207,399300.SZ,000793.SZ,0.6
20061207,399300.SZ,000898.SZ,0.6
20061207,399300.SZ,000825.SZ,0.59
20061207,399300.SZ,600887.SH,0.56
20061207,399300.SZ,600320.SH,0.84
20061207,399300.SZ,600037.SH,0.54
20061207,399300.SZ,600005.SH,0.97
20061207,399300.SZ,600009.SH,1.15
20061207,399300.SZ,600016.SH,3.69
20061207,399300.SZ,000002.SZ,2.88
20061207,399300.SZ,600030.SH,2.59
20061207,399300.SZ,600019.SH,2.49
20061207,399300.SZ,600050.SH,2.12
20061207,399300.SZ,600000.SH,1.99
20061207,399300.SZ,600018.SH,1.95
20061207,399300.SZ,600028.SH,1.91
20061207,399300.SZ,600900.SH,1.81
20061207,399300.SZ,601398.SH,1.76
20061207,399300.SZ,600519.SH,1.75
20061207,399300.SZ,000001.SZ,1.37
20061207,399300.SZ,601006.SH,1.29
20061207,399300.SZ,000858.SZ,1.21
20061207,399300.SZ,000063.SZ,1.18
20061207,399300.SZ,601988.SH,1.05
20061207,399300.SZ,000562.SZ,0.31
20061207,399300.SZ,000839.SZ,0.5
20061207,399300.SZ,600177.SH,0.49
20061207,399300.SZ,600269.SH,0.35
20061207,399300.SZ,600456.SH,0.34
20061207,399300.SZ,000623.SZ,0.34
20061207,399300.SZ,600143.SH,0.34
20061207,399300.SZ,000027.SZ,0.33
20061207,399300.SZ,600029.SH,0.33
20061207,399300.SZ,000089.SZ,0.32
20061207,399300.SZ,000503.SZ,0.32
20061207,399300.SZ,600031.SH,0.32
20061207,399300.SZ,000983.SZ,0.32
20061207,399300.SZ,000157.SZ,0.31
20061207,399300.SZ,600739.SH,0.31
20061207,399300.SZ,000088.SZ,0.31
20061207,399300.SZ,000729.SZ,0.31
20061207,399300.SZ,600811.SH,0.31
20061207,399300.SZ,600839.SH,0.35
20061207,399300.SZ,000060.SZ,0.5
20061207,399300.SZ,600881.SH,0.36
20061207,399300.SZ,000527.SZ,0.37
20061207,399300.SZ,600383.SH,0.49
20061207,399300.SZ,600020.SH,0.19
20061207,399300.SZ,600001.SH,0.45
20061207,399300.SZ,600660.SH,0.44
20061207,399300.SZ,000568.SZ,0.43
20061207,399300.SZ,000895.SZ,0.43
20061207,399300.SZ,600717.SH,0.43
20061207,399300.SZ,600585.SH,0.42
20061207,399300.SZ,000024.SZ,0.42
20061207,399300.SZ,600026.SH,0.42
20061207,399300.SZ,000629.SZ,0.41
20061207,399300.SZ,600795.SH,0.4
20061207,399300.SZ,600690.SH,0.4
20061207,399300.SZ,600879.SH,0.39
20061207,399300.SZ,600688.SH,0.39
20061207,399300.SZ,600010.SH,0.36
20061207,399300.SZ,600694.SH,0.46
20061207,399300.SZ,600236.SH,0.15
20061207,399300.SZ,600151.SH,0.19
20061207,399300.SZ,600621.SH,0.1
20061207,399300.SZ,000725.SZ,0.1
20061207,399300.SZ,000066.SZ,0.1
20061207,399300.SZ,000425.SZ,0.1
20061207,399300.SZ,600884.SH,0.1
20061207,399300.SZ,000959.SZ,0.1
20061207,399300.SZ,600307.SH,0.1
20061207,399300.SZ,600166.SH,0.1
20061207,399300.SZ,600637.SH,0.09
20061207,399300.SZ,000698.SZ,0.09
20061207,399300.SZ,000733.SZ,0.09
20061207,399300.SZ,600117.SH,0.09
20061207,399300.SZ,000786.SZ,0.09
20061207,399300.SZ,600498.SH,0.09
20061207,399300.SZ,000029.SZ,0.1
20061207,399300.SZ,000550.SZ,0.1
20061207,399300.SZ,000617.SZ,0.1
20061207,399300.SZ,000636.SZ,0.1
20061207,399300.SZ,000659.SZ,0.11
20061207,399300.SZ,600102.SH,0.11
20061207,399300.SZ,600215.SH,0.11
20061207,399300.SZ,600863.SH,0.11
20061207,399300.SZ,600652.SH,0.11
20061207,399300.SZ,600138.SH,0.11
20061207,399300.SZ,600754.SH,0.11
20061207,399300.SZ,000601.SZ,0.11
20061207,399300.SZ,000541.SZ,0.11
20061207,399300.SZ,000997.SZ,0.11
20061207,399300.SZ,600087.SH,0.11
20061207,399300.SZ,000962.SZ,0.11
20061207,399300.SZ,600602.SH,0.11
20061207,399300.SZ,000939.SZ,0.1
20061207,399300.SZ,600231.SH,0.1
20061207,399300.SZ,600548.SH,0.09
20061207,399300.SZ,600591.SH,0.09
20061207,399300.SZ,000726.SZ,0.08
20061207,399300.SZ,000068.SZ,0.08
20061207,399300.SZ,600333.SH,0.06
20061207,399300.SZ,000920.SZ,0.06
20061207,399300.SZ,000607.SZ,0.06
20061207,399300.SZ,600894.SH,0.06
20061207,399300.SZ,000968.SZ,0.06
20061207,399300.SZ,600408.SH,0.06
20061207,399300.SZ,000761.SZ,0.06
20061207,399300.SZ,600267.SH,0.06
20061207,399300.SZ,600627.SH,0.05
20061207,399300.SZ,600874.SH,0.05
20061207,399300.SZ,600578.SH,0.05
20061207,399300.SZ,600399.SH,0.05
20061207,399300.SZ,600871.SH,0.05
20061207,399300.SZ,600207.SH,0.05
20061207,399300.SZ,600036.SH,4.38
20061207,399300.SZ,600724.SH,0.07
20061207,399300.SZ,000707.SZ,0.11
20061207,399300.SZ,600126.SH,0.07
20061207,399300.SZ,000708.SZ,0.07
20061207,399300.SZ,600073.SH,0.08
20061207,399300.SZ,600121.SH,0.08
20061207,399300.SZ,600057.SH,0.08
20061207,399300.SZ,600854.SH,0.08
20061207,399300.SZ,600091.SH,0.07
20061207,399300.SZ,600674.SH,0.07
20061207,399300.SZ,600377.SH,0.07
20061207,399300.SZ,000099.SZ,0.07
20061207,399300.SZ,600834.SH,0.07
20061207,399300.SZ,600078.SH,0.07
20061207,399300.SZ,600581.SH,0.07
20061207,399300.SZ,000806.SZ,0.07
20061207,399300.SZ,600115.SH,0.07
20061207,399300.SZ,600740.SH,0.07
20061207,399300.SZ,000828.SZ,0.07
20061207,399300.SZ,000059.SZ,0.07
20061207,399300.SZ,600662.SH,0.11
20061207,399300.SZ,600747.SH,0.12
20061207,399300.SZ,600110.SH,0.12
20061207,399300.SZ,000400.SZ,0.17
20061207,399300.SZ,600655.SH,0.17
20061207,399300.SZ,000401.SZ,0.17
20061207,399300.SZ,600588.SH,0.17
20061207,399300.SZ,600970.SH,0.16
20061207,399300.SZ,600006.SH,0.16
20061207,399300.SZ,000488.SZ,0.16
20061207,399300.SZ,000927.SZ,0.16
20061207,399300.SZ,000807.SZ,0.16
20061207,399300.SZ,600221.SH,0.16
20061207,399300.SZ,000912.SZ,0.16
20061207,399300.SZ,600635.SH,0.16
20061207,399300.SZ,600741.SH,0.15
20061207,399300.SZ,000875.SZ,0.15
20061207,399300.SZ,000022.SZ,0.15
20061207,399300.SZ,000933.SZ,0.17
20061207,399300.SZ,600171.SH,0.15
20061207,399300.SZ,600266.SH,0.17
20061207,399300.SZ,000581.SZ,0.17
20061207,399300.SZ,600550.SH,0.19
20061207,399300.SZ,000410.SZ,0.19
20061207,399300.SZ,600598.SH,0.19
20061207,399300.SZ,000900.SZ,0.18
20061207,399300.SZ,600770.SH,0.18
20061207,399300.SZ,000717.SZ,0.18
20061207,399300.SZ,600220.SH,0.18
20061207,399300.SZ,000970.SZ,0.18
20061207,399300.SZ,600027.SH,0.18
20061207,399300.SZ,600196.SH,0.18
20061207,399300.SZ,600569.SH,0.18
20061207,399300.SZ,600210.SH,0.18
20061207,399300.SZ,600643.SH,0.17
20061207,399300.SZ,600096.SH,0.17
20061207,399300.SZ,600357.SH,0.17
20061207,399300.SZ,600058.SH,0.17
20061207,399300.SZ,600022.SH,0.19
20061207,399300.SZ,000682.SZ,0.15
20061207,399300.SZ,600153.SH,0.15
20061207,399300.SZ,600508.SH,0.13
20061207,399300.SZ,000520.SZ,0.13
20061207,399300.SZ,600521.SH,0.13
20061207,399300.SZ,600597.SH,0.13
20061207,399300.SZ,600997.SH,0.13
20061207,399300.SZ,600406.SH,0.13
20061207,399300.SZ,000917.SZ,0.13
20061207,399300.SZ,600060.SH,0.13
20061207,399300.SZ,600170.SH,0.12
20061207,399300.SZ,000518.SZ,0.12
20061207,399300.SZ,000960.SZ,0.12
20061207,399300.SZ,600088.SH,0.12
20061207,399300.SZ,600535.SH,0.12
20061207,399300.SZ,600820.SH,0.12
20061207,399300.SZ,600654.SH,0.12
20061207,399300.SZ,600780.SH,0.13
20061207,399300.SZ,601607.SH,0.15
20061207,399300.SZ,600256.SH,0.13
20061207,399300.SZ,600851.SH,0.13
20061207,399300.SZ,000969.SZ,0.14
20061207,399300.SZ,000012.SZ,0.14
20061207,399300.SZ,000422.SZ,0.14
20061207,399300.SZ,600875.SH,0.14
20061207,399300.SZ,000937.SZ,0.14
20061207,399300.SZ,600021.SH,0.14
20061207,399300.SZ,000767.SZ,0.14
20061207,399300.SZ,600035.SH,0.14
20061207,399300.SZ,000822.SZ,0.14
20061207,399300.SZ,600460.SH,0.14
20061207,399300.SZ,600108.SH,0.14
20061207,399300.SZ,600410.SH,0.14
20061207,399300.SZ,600812.SH,0.13
20061207,399300.SZ,000559.SZ,0.13
20061207,399300.SZ,600062.SH,0.13
20061207,399300.SZ,600012.SH,0.13
20061207,399300.SZ,600282.SH,0.12
20061207,399300.SZ,600270.SH,0.19
20061208,399300.SZ,000562.SZ,0.3
20061208,399300.SZ,600808.SH,0.27
20061208,399300.SZ,600271.SH,0.26
20061208,399300.SZ,600183.SH,0.26
20061208,399300.SZ,600653.SH,0.26
20061208,399300.SZ,000652.SZ,0.26
20061208,399300.SZ,600089.SH,0.26
20061208,399300.SZ,000630.SZ,0.27
20061208,399300.SZ,600675.SH,0.26
20061208,399300.SZ,600198.SH,0.25
20061208,399300.SZ,600125.SH,0.25
20061208,399300.SZ,600631.SH,0.24
20061208,399300.SZ,600601.SH,0.24
20061208,399300.SZ,600308.SH,0.24
20061208,399300.SZ,000778.SZ,0.24
20061208,399300.SZ,600361.SH,0.25
20061208,399300.SZ,600895.SH,0.27
20061208,399300.SZ,600004.SH,0.27
20061208,399300.SZ,600011.SH,0.27
20061208,399300.SZ,000423.SZ,0.3
20061208,399300.SZ,000503.SZ,0.3
20061208,399300.SZ,600500.SH,0.29
20061208,399300.SZ,000932.SZ,0.29
20061208,399300.SZ,600098.SH,0.29
20061208,399300.SZ,000878.SZ,0.29
20061208,399300.SZ,000157.SZ,0.29
20061208,399300.SZ,600868.SH,0.29
20061208,399300.SZ,000930.SZ,0.28
20061208,399300.SZ,600188.SH,0.28
20061208,399300.SZ,000768.SZ,0.28
20061208,399300.SZ,000528.SZ,0.28
20061208,399300.SZ,600100.SH,0.28
20061208,399300.SZ,600649.SH,0.28
20061208,399300.SZ,600415.SH,0.28
20061208,399300.SZ,600886.SH,0.24
20061208,399300.SZ,600331.SH,0.24
20061208,399300.SZ,000100.SZ,0.24
20061208,399300.SZ,600779.SH,0.23
20061208,399300.SZ,000680.SZ,0.21
20061208,399300.SZ,000061.SZ,0.2
20061208,399300.SZ,600299.SH,0.2
20061208,399300.SZ,600350.SH,0.2
20061208,399300.SZ,000800.SZ,0.2
20061208,399300.SZ,600022.SH,0.2
20061208,399300.SZ,600809.SH,0.2
20061208,399300.SZ,600033.SH,0.2
20061208,399300.SZ,000021.SZ,0.2
20061208,399300.SZ,600132.SH,0.2
20061208,399300.SZ,600718.SH,0.19
20061208,399300.SZ,000758.SZ,0.19
20061208,399300.SZ,600835.SH,0.19
20061208,399300.SZ,600270.SH,0.19
20061208,399300.SZ,000410.SZ,0.19
20061208,399300.SZ,600348.SH,0.21
20061208,399300.SZ,000538.SZ,0.3
20061208,399300.SZ,600786.SH,0.21
20061208,399300.SZ,600296.SH,0.21
20061208,399300.SZ,600616.SH,0.23
20061208,399300.SZ,600123.SH,0.23
20061208,399300.SZ,600085.SH,0.23
20061208,399300.SZ,600428.SH,0.23
20061208,399300.SZ,600418.SH,0.23
20061208,399300.SZ,600205.SH,0.23
20061208,399300.SZ,600797.SH,0.22
20061208,399300.SZ,600276.SH,0.22
20061208,399300.SZ,000036.SZ,0.22
20061208,399300.SZ,000031.SZ,0.22
20061208,399300.SZ,600600.SH,0.22
20061208,399300.SZ,600628.SH,0.22
20061208,399300.SZ,000539.SZ,0.22
20061208,399300.SZ,600663.SH,0.22
20061208,399300.SZ,000625.SZ,0.22
20061208,399300.SZ,600549.SH,0.21
20061208,399300.SZ,000709.SZ,0.31
20061208,399300.SZ,600008.SH,0.31
20061208,399300.SZ,600811.SH,0.31
20061208,399300.SZ,600320.SH,0.86
20061208,399300.SZ,000039.SZ,0.8
20061208,399300.SZ,002024.SZ,0.8
20061208,399300.SZ,600104.SH,0.78
20061208,399300.SZ,600832.SH,0.77
20061208,399300.SZ,000069.SZ,0.76
20061208,399300.SZ,600015.SH,0.7
20061208,399300.SZ,000402.SZ,0.68
20061208,399300.SZ,600642.SH,0.66
20061208,399300.SZ,600309.SH,0.65
20061208,399300.SZ,000792.SZ,0.62
20061208,399300.SZ,000898.SZ,0.61
20061208,399300.SZ,000793.SZ,0.6
20061208,399300.SZ,000825.SZ,0.6
